link,text,date,is-retweet,external-link,quoted-post,pictures,videos,gifs,name,username,profile_id,avatar,comments,retweets,quotes,likes
https://twitter.com/ChipBarnes/status/1710314301431423418#m,"Always nice to see kindness regardless of who is involved, but a single act does not represent what is otherwise a sea of racism and hate among Israeli Jews towards non-Jews, nor can it ever atone for the illegal, immoral occupation of Palestine, or this:","Oct 6, 2023 · 3:21 PM UTC",False,,{},['https://pbs.twimg.com/media/F7xBykUXcAAIIHJ.jpg'],[],[],Chip Barnes,@ChipBarnes,1719972884867633152,https://pbs.twimg.com/profile_images/1719972884867633152/BCzCEbKm_bigger.jpg,0,0,0,1
https://twitter.com/wissam80023343/status/1710311197805781372#m,I doubt that you are Palestinian 💯💯 I am 💯%sure that you are Zionist and you have nothing to do with Palestinian and Palestine at all💯💯 traitor💯,"Oct 6, 2023 · 3:09 PM UTC",False,,{},[],[],[],Wissam A Khechen,@wissam80023343,1669488587442913280,https://pbs.twimg.com/profile_images/1669488587442913280/02BH9FFQ_bigger.jpg,0,0,0,2
https://twitter.com/ElectraMurphyCa/status/1710306480522514495#m,Stop colonizing @Palestine_UN,"Oct 6, 2023 · 2:50 PM UTC",False,,{},[],[],[],Elektra Murphy (She/Her) 🇺🇦 🏳️‍⚧️ 🏳️‍🌈 🇧🇧,@ElectraMurphyCa,1710725223664762880,https://pbs.twimg.com/profile_images/1710725223664762880/l26M4kQv_bigger.jpg,0,0,0,1
https://twitter.com/SaysJimi/status/1710261468409593866#m,The 46th President Biden Has To Get Over The Nuclear Weapons Agreement of 1994. Countries Sign Agreements Like With Palestine . .. And do Not Live up To the Agreement.    China Knows Ukraine Imported Patriot Missile Systems shipped to Poland in Warehouses in 2018 And 2019. 👥💨,"Oct 6, 2023 · 11:51 AM UTC",False,,{},[],['https://video.twimg.com/ext_tw_video/1710260377903075328/pu/pl/TcDP-wJIF8gOpu0H.m3u8?tag=12&container=fmp4'],[],LillROY Jimi Says 12,@SaysJimi,1332314278695727106,https://pbs.twimg.com/profile_images/1332314278695727106/_cgUI5Iu_bigger.jpg,0,0,0,2
https://twitter.com/IsraelJoffe/status/1710075901973504276#m,"That's good i can share irrelevant memes too but how is it apartheid when 2 million Israeli Muslims have full rights as citizens in israel, some are gay and work as doctors, remind me again what happens to gays in palestine? Also remind me again how many Jewish citizens live in Arab lands? Thanks 😉","Oct 5, 2023 · 11:34 PM UTC",False,,{},[],[],[],Israel Joffe,@IsraelJoffe,1318213668203626498,https://pbs.twimg.com/profile_images/1318213668203626498/5mc6SYpD_bigger.jpg,2,0,0,1
https://twitter.com/IsraelJoffe/status/1710072822389703161#m,In Palestine? I heard they practice apartheid against Jews in palestine and throw gays from rooftops. Meanwhile there are 2 million Israeli Muslim citizens of Israel. Interesting,"Oct 5, 2023 · 11:21 PM UTC",False,,{},[],[],[],Israel Joffe,@IsraelJoffe,1318213668203626498,https://pbs.twimg.com/profile_images/1318213668203626498/5mc6SYpD_bigger.jpg,1,0,0,3
https://twitter.com/alanfromboston/status/1710043394486018503#m,Palestine it's just the name the Romans gave to disassociate the Jews from the homeland Judea,"Oct 5, 2023 · 9:24 PM UTC",False,,{},[],[],[],alanfromboston,@alanfromboston,883045997634629634,https://pbs.twimg.com/profile_images/883045997634629634/jSXk3dag_bigger.jpg,0,0,0,0
https://twitter.com/nour3768/status/1709991859706093623#m,The world is closing eyes about crimes and genocide in Palestine 🇵🇸,"Oct 5, 2023 · 6:00 PM UTC",False,,{},[],[],[],Nour Eddine choubani,@nour3768,1436839295369760770,https://pbs.twimg.com/profile_images/1436839295369760770/kCZ-05JM_bigger.jpg,0,0,0,0
https://twitter.com/mikeslemonade/status/1709975776504770772#m,"This is stupid making all this noise about $190m but allow the border to be open, fund the illegal immigrants, keep funding Ukraine,  nothing to Hawaii, nothing to east Palestine, and do very little for California fires.  You think going after Trump fixes things. That’s stupid.","Oct 5, 2023 · 4:56 PM UTC",False,,{},['https://pbs.twimg.com/media/F7sN55yWgAAklIz.jpg'],[],[],ChineseGuyNowVotingTrump,@mikeslemonade,1577510411460493312,https://pbs.twimg.com/profile_images/1577510411460493312/qOrKMLTr_bigger.jpg,0,0,0,0
https://twitter.com/lebaneseogre/status/1709927710250746122#m,‘People griping about on palestine’…. What a ghoul you are,"Oct 5, 2023 · 1:45 PM UTC",False,,{},[],[],[],no,@lebaneseogre,1700937944905764864,https://pbs.twimg.com/profile_images/1700937944905764864/T3VgLTis_bigger.jpg,1,0,0,6
https://twitter.com/ChipBarnes/status/1709922548203266308#m,It’s not anti-Semitic to acknowledge the realist recent history of the territory of Palestine.   Jews have been through horrific experiences. Imagine what it’s like to have your land arbitrarily taken for someone else’s “state.”,"Oct 5, 2023 · 1:24 PM UTC",False,,{},[],[],[],Chip Barnes,@ChipBarnes,1719972884867633152,https://pbs.twimg.com/profile_images/1719972884867633152/BCzCEbKm_bigger.jpg,0,0,0,2
https://twitter.com/arash_tehran/status/1709920480382124476#m,"Leftists have rightly been critical of those who asses Palestine solely based on the politics of PLO or Hamas or Vietnam solely based on the nature of NLF and its politics… yet for Ukraine, you do this with snickering and “haha”-type commentary…","Oct 5, 2023 · 1:16 PM UTC",False,,{},[],[],[],Arash Azizi آرش عزیزی,@arash_tehran,1260647906165604352,https://pbs.twimg.com/profile_images/1260647906165604352/J2GFOfql_bigger.jpg,2,0,0,0
https://twitter.com/arash_tehran/status/1709919950511439899#m,"What makes this position of you guys very strange is the idea that, whatever you think of Zelensky’s positioning and politics, the situation in Ukraine (and its possible similarities to Palestine or Vietnam)surely should be assessed independently of the politics of its president?","Oct 5, 2023 · 1:14 PM UTC",False,,{},[],[],[],Arash Azizi آرش عزیزی,@arash_tehran,1260647906165604352,https://pbs.twimg.com/profile_images/1260647906165604352/J2GFOfql_bigger.jpg,2,0,0,2
https://twitter.com/Dima_TX/status/1709808820535341510#m,"Trump for now to fix America, and then make sure that Palestine reclaims their land. I’d also show up there wearing one of these","Oct 5, 2023 · 5:52 AM UTC",False,,{},['https://pbs.twimg.com/media/F7p2DxUXYAET3nc.jpg'],[],[],Dima,@Dima_TX,1707270847524708352,https://pbs.twimg.com/profile_images/1707270847524708352/QK-_u6FC_bigger.jpg,0,0,0,0
https://twitter.com/ben41080/status/1709780193379000714#m,"No, the British didn’t make an independent Palestine contingent on partition when they vowed to leave within 10 years in 1939.","Oct 5, 2023 · 3:58 AM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709769089995133259#m,"Try again. The British had in 1939 vowed to leave Palestine by 1949, Anyway. They had never planned on ruling indefinitely.","Oct 5, 2023 · 3:14 AM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709693038178767119#m,And would that war have happened had Zionists not come to Palestine?,"Oct 4, 2023 · 10:12 PM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709692567804367153#m,"No. Arabs are from all over the Arab world, including Palestine. Look at Lebanese DNA. They descend primarily from the Canaanites. Was Canaan in Arabia?","Oct 4, 2023 · 10:10 PM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,0,0,0,0
https://twitter.com/arash_tehran/status/1709666499730813365#m,I really don’t understand how Ukraine’s relations with Azerbaijan (even as it has just conduced ethnic cleansing) make it less or more similar to Palestine or Vietnam. Surely PLO and Hanoi both had relations with states at least as questionable? Saddam Hussein comes to mind.,"Oct 4, 2023 · 8:27 PM UTC",False,,{},[],[],[],Arash Azizi آرش عزیزی,@arash_tehran,1260647906165604352,https://pbs.twimg.com/profile_images/1260647906165604352/J2GFOfql_bigger.jpg,1,0,0,11
https://twitter.com/MayerFertig/status/1709647227625304359#m,Yes. Because Palestine was a possession of the Ottoman Empire. #duh,"Oct 4, 2023 · 7:10 PM UTC",False,,{},[],[],[],Mayer Fertig,@MayerFertig,1447190591054520320,https://pbs.twimg.com/profile_images/1447190591054520320/pV0PevNk_bigger.jpg,1,0,0,2
https://twitter.com/ben41080/status/1709618007256014889#m,"Yet again, all of this boils down to “the Arabs were irrelevant”. Of course, Palestine had a political structure, just not one that the Arabs controlled. This doesn’t mean it wasn’t their land. To say it wasn’t is racist.","Oct 4, 2023 · 5:14 PM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709617127957917889#m,"When people say Palestine was sparsely populated, what they’re really saying is that the people who DID live there were irrelevant. And seeing the Ottomans owned it is just another way of saying the Arabs were irrelevant. It’s a thoroughly racist position to take.","Oct 4, 2023 · 5:11 PM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/JuillardEdward/status/1709616998848528821#m,The Insidiousness Of Imperial Policing From Palestine to Chicago: Revelatory and Brilliant Article By The Always Dependable RAMPANT MAGAZINE  https://rampantmag.com/2023/10/from-palestine-to-chicago-the-circuits-of-imperial-policing/,"Oct 4, 2023 · 5:10 PM UTC",False,,{},[],[],[],Noam Fan,@JuillardEdward,1713666767879323649,https://pbs.twimg.com/profile_images/1713666767879323649/VUWgQqe4_bigger.jpg,0,0,0,1
https://twitter.com/M_J_Salem/status/1709495168154411430#m,"This is true. Prior to WWII there were Jews, Christians and Muslims living in Jerusalem and Palestine. It’s when Zionists Jews from Nazi Germany & other parts of Europe came to Palestine that the fighting among religions started.","Oct 4, 2023 · 9:06 AM UTC",False,,"{'link': 'https://twitter.com/YaudatTalyi/status/1709479786760868221#m', 'text': 'There were no issues at all among peoples of different faiths before the Zionists showed up in the M.E. to start shit. There, I am speaking in a language you can understand.', 'user': {'name': 'Y Talyi', 'username': '@YaudatTalyi', 'profile_id': '1697418542444900352', 'avatar': 'https://pbs.twimg.com/profile_images/1697418542444900352/A3AOjslY_mini.jpg'}, 'date': 'Oct 4, 2023 · 8:05 AM UTC', 'pictures': [], 'videos': [], 'gifs': []}",[],[],[],M.J. Salem,@M_J_Salem,1270595651185922053,https://pbs.twimg.com/profile_images/1270595651185922053/UZm676YV_bigger.jpg,1,0,0,1
https://twitter.com/trethack24/status/1709426585256817134#m,"That’s what I would say too!😂😂😂  See, again, you CAN’T ADMIT your boy is a TRAIN WRECK!!!🙄🙄🙄  Speaking of train wrecks, has @JoeBiden visited East Palestine yet???🤡🤡🤡","Oct 4, 2023 · 4:33 AM UTC",False,,{},[],[],[],Trevor Thacker,@trethack24,1621962824485322753,https://pbs.twimg.com/profile_images/1621962824485322753/LCutu27S_bigger.jpg,1,0,0,1
https://twitter.com/ben41080/status/1709412732158779512#m,I honestly don’t think you see the irony of that statement. That was exactly the position. The Arabs of Palestine were in before 1948.,"Oct 4, 2023 · 3:38 AM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,1
https://twitter.com/ben41080/status/1709412504793907674#m,Your knowledge of history is almost nonexistent. You actually thought the Romans pre-dated the Arabs in Palestine by 1200 years.,"Oct 4, 2023 · 3:37 AM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709411760120451215#m,"Yeah, it wasn’t very democratic of Zionist leader ship to unilaterally partition Palestine, even though they knew the vast majority of Palestinian citizens, opposed that, right?","Oct 4, 2023 · 3:34 AM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709391817475793236#m,"The British had no interest in fostering democracy in Palestine. So I guess we really don’t know what might’ve happened, do we? It’s a disingenuous argument, anyway. The last thing Zionist wanted was a truly democratic Palestine, right?","Oct 4, 2023 · 2:15 AM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/jjschneider1062/status/1709373081997697535#m,You never want politicians to show up at a crisis until the heavy lifting is done. Politicians are a distraction. Even Biden knows this. It’s why he still hasn’t gone to East Palestine.,"Oct 4, 2023 · 1:01 AM UTC",False,,{},[],[],[],don’t need no blue check 🇺🇸,@jjschneider1062,1565429471452209152,https://pbs.twimg.com/profile_images/1565429471452209152/kheKfKdJ_bigger.jpg,0,0,0,0
https://twitter.com/ben41080/status/1709364933320917385#m,But they did consider Palestine to be their land. Are you making this up as you go along?,"Oct 4, 2023 · 12:28 AM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709363013055365261#m,Shouldn’t that have been up to the people of Palestine?,"Oct 4, 2023 · 12:21 AM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709354277339300056#m,But the revolt in Palestine in the 30s was. Why do you think they revolted?,"Oct 3, 2023 · 11:46 PM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709353714837017057#m,"He was a representative of Britain yet he headed the government which ruled Palestine. Are you beginning to see what the problem was, Sharon? Shouldn’t the government which ruled Palestine have represented Palestine?","Oct 3, 2023 · 11:44 PM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,0,0,0,0
https://twitter.com/ben41080/status/1709322104947261730#m,So you don’t think they are entitled to democracy? The Palestinian Citizen of 1937 should have been ruled over by a power which gave them no say in the governance of Palestine? I thought you were all for democracy! For me but not for thee?,"Oct 3, 2023 · 9:38 PM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,1,0,0,0
https://twitter.com/ben41080/status/1709321675169534219#m,None of this has anything to do with Palestinians. Palestinians don’t have a country because of Zionism. What goes on in other Arab countries is immaterial to why there is no Palestine today.,"Oct 3, 2023 · 9:36 PM UTC",False,,{},[],[],[],Ben Richards,@ben41080,684959372355608578,https://pbs.twimg.com/profile_images/684959372355608578/Kl3zzJrZ_bigger.jpg,2,0,0,0
